"name","m","m_r","m_c","A","Sc","St","Jc","Jt","m_dS","s_dS","cv_dS","m_dL","s_dL","cv_dL"
"Halichoeres_Halichoeres_pictus",0.0633183606557377,0.0381967213114754,0.08844,0.431894180364941,1.5044274479048,5.52968403729089,0.300885489580961,0.552968403729089,0.348183720939124,0.226439997644802,0.650346308650062,1.23685365893503,0.736490158687959,0.595454566001041
