"name","m","m_r","m_c","A","Sc","St","Jc","Jt","m_dS","s_dS","cv_dS","m_dL","s_dL","cv_dL"
"Bodianus_Bodianus_diplotaenia",0.113842297944241,0.101194029850746,0.126490566037736,0.800012467495458,1.52673988488062,7.78362707777341,0.254456647480103,0.518908471851561,0.122784039285647,0.159329708761885,1.29764185710829,0.862525248783637,0.672745231473733,0.779971638421555
