"name","m","m_r","m_c","A","Sc","St","Jc","Jt","m_dS","s_dS","cv_dS","m_dL","s_dL","cv_dL"
"Bodianus_Bodianus_eclancheri",0.0907174864706491,0.0874626865671642,0.093972286374134,0.930728515202312,1.57228518990711,12.8899964899965,0.22461216998673,0.6138093566665,0.25639153562752,0.167604503128621,0.653705289912974,0.638055789875935,0.66427623195461,1.04109427810972
