"name","m","m_r","m_c","A","Sc","St","Jc","Jt","m_dS","s_dS","cv_dS","m_dL","s_dL","cv_dL"
"Scarus_Scarus rubroviolaceus_821562950",0.16245643265637,0.148301886792453,0.176610978520286,0.839709331973483,2.33444784034072,5.83068141305625,0.466889568068144,0.583068141305625,0.111657410977756,0.0711202929645087,0.636950940754635,0.75281156789864,0.59790309239798,0.794226759914086
