"name","m","m_r","m_c","A","Sc","St","Jc","Jt","m_dS","s_dS","cv_dS","m_dL","s_dL","cv_dL"
"Coris_Coris dorsomacula_646393700",0.205292230933713,0.18304347826087,0.227540983606557,0.804441799273274,2.78572581454175,15.293491716377,0.309525090504639,0.424819214343806,0.100963482613894,0.0603003541883586,0.597249150160164,0.68400815662032,0.567960124134958,0.830341156955271
