"name","m","m_r","m_c","A","Sc","St","Jc","Jt","m_dS","s_dS","cv_dS","m_dL","s_dL","cv_dL"
"Anampses_Anampses cuvier_272987147",0.225814722911497,0.206666666666667,0.244962779156328,0.843665586169638,2.7303555067733,11.094979123837,0.3900507866819,0.528332339230332,0.140115276255536,0.102567737168705,0.732023944210383,0.878159718641559,0.737447446220489,0.83976460154795
