"name","m","m_r","m_c","A","Sc","St","Jc","Jt","m_dS","s_dS","cv_dS","m_dL","s_dL","cv_dL"
"Ammolabrus_Ammolabrus dicrus_679630423",0.165571428571429,0.138285714285714,0.192857142857143,0.717037037037037,2.50572122634292,10.2420912979497,0.357960175191846,0.487718633235701,0.0609817379853389,0.0414152806012843,0.679142346045324,0.800851480866824,0.702545029081506,0.877247586932207
