"name","m","m_r","m_c","A","Sc","St","Jc","Jt","m_dS","s_dS","cv_dS","m_dL","s_dL","cv_dL"
"Halichoeres_Halichoeres_semicinctus",0.0669419346266277,0.0566197183098592,0.0772641509433962,0.732807099004282,1.2723269914189,12.0318097839184,0.159040873927362,0.4297074922828,0.187025969479606,0.0968864609054406,0.518037474555133,0.676583639163373,0.657508299629585,0.971806383675823
